표준키,키유형,TMS_견적코드,매칭방식,매칭신뢰도,검증상태,근거
브릭메모 캘린더 스탠드,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
브릭메모 캘린더 스탠드 세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭메모&캘린더 스탠드 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭메모&캘린더스탠드 A1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭메모&캘린더스탠드 A2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭메모&캘린더스탠드 set,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭메모&캘린더스탠드 세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
브릭메모&캘린더스탠드 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
브릭메모&캘린더스탠드2.0,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭메모&캘린더스탠드2.0 1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭메모&캘린더스탠드2.0(브랜디드피규어),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭메모&캘린더스탠드2.01,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭스탠드멀티충전기,굿즈명,,수기,1.00,보류,jaccard score=1.00 freq=8
브릭스탠드멀티충전스테이션 +브랜디드피규어,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭스탠드멀티충전스테이션 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
브릭스탠드멀티충전스테이션 패드,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭스탠드멀티충전스테이션 패드1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭스탠드멀티충전스테이션100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭스탠드멀티충전스테이션키트300,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브링유어커1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브링유어컵텀블러+인쇄,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브링유어텀블러2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
블랙 커스텀 단상자,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
블랙랙브랜드스트랩단우산,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
블랙쇼핑백50,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
블랙수트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
블루투스키보드 (유광블랙),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
블루펜,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
블리스터200,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
비누용 브랜딩텍+비누망 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
비닐 OPP,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
비스포크(스티커),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
비치타올,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
비치타올1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
"비치타월 1개""",굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
비치타월 라벨 오부착,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
비치타월+인쇄,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=11
뽁뽁이 각,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
뽁뽁이봉투50,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
사각 스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
사각스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=21
사각스티커 (벌크),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
사각스티커 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
사각스티커(커스텀인쇄)_화이트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
사각스티커100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
사각스티커1000,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
사각스티커200,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
사각스티커300,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
사각스티커50,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
사각스티커500,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
사원증1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
사원증1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
사원증4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
사파리만년필+인쇄,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
사파리볼펜,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
사파리볼펜+인쇄,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
상생 클리커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
상토,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
상판,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
상패+아크릴 opp,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
샘플,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=22
샘플 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
샘플_교정용무선제본(내추럴노트),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
샘플_교정용무선제본(내추럴노트) 1+ 내추럴노트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
샘플_교정용무선제본(레더스킨다이어리),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=6
샘플_교정용무선제본(레더스킨다이어리)  -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
샘플_교정용무선제본(슬로건다이어리),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=8
샘플_교정용무선제본(슬로건다이어리) 내지+표지+페이퍼링캘린더1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
샘플실 물건,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
생분해펄프화분,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
생분해펄프화분(전용)_브라운1000,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
샤쉐1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
샤쉐2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
샤쉐향(골든뱀부),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
서류동봉2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
서울성동,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
설명서250,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
설명서8,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
성수,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
성훈 에어팩 기계 AS,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
세이프라이프차량용소화기,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
세이프라이프차량용소화기(데코스티커),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
센텐스펜 3종 세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
센텐스펜 여분,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
센텐스펜++,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
소박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
소프트터치블루투스키보1] Small100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
소프트터치블루투스키보드Small100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
소프트터치블루투스키보드[BIg],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
소프트터치블루투스키보드[small],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
손잡이백,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
쇼룸,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
쇼룸용 포트폴라오,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
쇼룸용 포트폴리오,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=19
쇼룸용 포트폴오,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
쇼룸용포트폴리오,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
쇼핑백,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=58
쇼핑백 + 브랜드택,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
쇼핑백 + 브랜딩 택,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
쇼핑백 m사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
쇼핑백 s사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
쇼핑백+인쇄,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
쇼핑백100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=14
쇼핑백107,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
쇼핑백120,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
쇼핑백150,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
쇼핑백171,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
쇼핑백200,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
쇼핑백300,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
쇼핑백50,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
쇼핑백70,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
쇼핑백92,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
쇼핑백사각스티커150,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
수건우산세트 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
수면안대파우치,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인텀블러 리드,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
슈가케인텀블러 컵,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인텀블러1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
슈가케인텀블러3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인펜 30+여분,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인펜 벌크,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인펜 슬리브,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인펜 오렌지컬러 불량,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인펜+인쇄,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
슈가케인펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인펜1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
슈가케인펜100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인펜2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인펜그레이,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인펜그린,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인펜스카이블루,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인펜웜그레이,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인펜화이트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가케인펜화인트100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
슈가펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
슈가펜3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
스마트 클리커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타일수면안대 160잔여분(수면안대3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타일수면안대 벌크,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타일수면안대 실버팩,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타일수면안대+인쇄,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
스타트씨드키트100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
스타트씨드키트2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트[브로컬리],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트[적무],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
스타트씨드키트[체리토마토],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트[케일],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
스타트씨드키트베이비브로컬리160,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트베이비브로컬리4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트베이비브로컬리6,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트브로컬리,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트브로컬리100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트적무,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트적무160,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트적무300,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트적무4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트적무6,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트케일,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
스타트씨드키트케일179,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트케일5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스타트씨드키트케일6,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠다드 박스 무지,굿즈명,SOLC,유사,0.40,보류,jaccard score=0.40 freq=1
스탠드),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
스탠드-업 칫솔세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠드-업 칫솔세트1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
스탠드-업칫솔 50+!1Passion더스트백(반투명L),굿즈명,DBAM,유사,0.40,보류,jaccard score=0.40 freq=1
스탠드-업칫솔 세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠드-업칫솔(단품)3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠드-업칫솔+케이스2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠드-업칫솔1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
스탠드-업칫솔1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
스탠드-업칫솔2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠드-업칫솔세트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
스탠드-업칫솔세트1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
스탠드업칫솔,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠드업칫솔(샘플)-,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠드업칫솔1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
스탠드업칫솔1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠딩휴대용선풍기 박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠리데일리텀블러1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠리데일리텀블러1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠리데일리텀블러[그린],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
스탠리데일리텀블러[블랙],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
스탠리데일리텀블러[화이트],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
스탠리데일리텀블러그린,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠리데일리텀블러그린16,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠리데일리텀블러블랙,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠리데일리텀블러블랙15,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠리데일리텀블러스티커50,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠리데일리텀블러화이트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠리데일리텀블러화이트15,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스탠리슬림보틀1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스테들러4종세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스테들러4종세트_삼각형,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스테이셔널리 키트 재임가공,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스테이텀블러1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스테이텀블러1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스테이텀블러50,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스테인리스빨대,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=7
스테인리스빨대2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
스텐다드페이퍼봉투160,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스토리네트웍스(즐겨봐박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스튜디오D(즐겨봐박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스튜디오E(즐겨봐박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스트랩박스스트랩,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스트레치사원증홀더1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스트레치사원증홀더2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스티치노트1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스티치노트2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스티치노트2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
스티커 1150여장(여분포함),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
