표준키,키유형,TMS_견적코드,매칭방식,매칭신뢰도,검증상태,근거
플러스 멀티충전 스테이션,굿즈명,PLSM,정확,1.00,확정,name2code score=1.00 freq=2
플러스멀티충전스테이션,굿즈명,PLSM,정확,1.00,확정,jaccard score=1.00 freq=22
플러스멀티충전스테이션(무지),굿즈명,PLSM,정확,1.00,확정,jaccard_norm score=1.00 freq=1
플러스멀티충전스테이션(인쇄),굿즈명,PLSM,정확,1.00,확정,jaccard_norm score=1.00 freq=1
플레인 USB,굿즈명,PUSB,정확,1.00,확정,name2code score=1.00 freq=3
플레인 usb,굿즈명,PUSB,정확,1.00,확정,jaccard score=1.00 freq=1
플레인USB,굿즈명,PUSB,정확,1.00,확정,jaccard score=1.00 freq=59
플레인USB+인쇄,굿즈명,PUSB,유사,0.67,미검증,jaccard score=0.67 freq=10
플레인USB1),굿즈명,PUSB,정확,1.00,확정,jaccard score=1.00 freq=3
플레인usb2,굿즈명,PUSB,정확,1.00,확정,jaccard score=1.00 freq=1
피규어,굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=4
피규어 키링,굿즈명,BRPK,유사,0.67,미검증,jaccard score=0.67 freq=1
피규어(2)2),굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=1
피규어(2)3,굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=1
피규어(블루)3,굿즈명,BRPR,유사,0.50,미검증,jaccard_norm score=0.50 freq=1
피규어1,굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=6
피규어1),굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=3
피규어10,굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=1
피규어2,굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=2
피규어2),굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=5
피규어3,굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=1
피규어3),굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=5
피규어4,굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=1
피규어4),굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=1
피규어5),굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=1
피규어주차번호판,굿즈명,FGPS,정확,1.00,확정,jaccard score=1.00 freq=6
피크닉 매트,굿즈명,PCMU,유사,0.50,미검증,jaccard score=0.50 freq=1
핑거팬,굿즈명,FING,정확,1.00,확정,name2code score=1.00 freq=6
하우스 핸드타월,굿즈명,HHTW,정확,1.00,확정,name2code score=1.00 freq=2
하우스 핸드타월 키트+,굿즈명,HHTW,유사,0.67,미검증,jaccard score=0.67 freq=1 ambiguous-name:HHTK|HHTW
하이업 노트북 폴딩스탠드,굿즈명,HIUN,정확,1.00,확정,name2code score=1.00 freq=4
하이업노트북폴딩스탠드,굿즈명,HIUN,정확,1.00,확정,jaccard score=1.00 freq=22
하이업노트북폴딩스탠드1,굿즈명,HIUN,정확,1.00,확정,jaccard score=1.00 freq=1
하이업노트북폴딩스탠드2,굿즈명,HIUN,정확,1.00,확정,jaccard score=1.00 freq=1
하이킹 폴딩 방석,굿즈명,HIKF,정확,1.00,확정,jaccard score=1.00 freq=1
하이킹 폴딩방석,굿즈명,HIKF,정확,1.00,확정,name2code score=1.00 freq=15
하이킹폴딩방석,굿즈명,HIKF,정확,1.00,확정,jaccard score=1.00 freq=137
해피웨이 런치백,굿즈명,HWDG,정확,1.00,확정,name2code score=1.00 freq=4
해피웨이 런치백 키트,굿즈명,HWDK,유사,0.67,미검증,jaccard score=0.67 freq=1 ambiguous-name:HWDG|HWDK
해피웨이런치백,굿즈명,HWDG,정확,1.00,미검증,jaccard score=1.00 freq=4 ambiguous-name:HWDG|HWDK
해피웨이런치백(단품),굿즈명,HWDG,정확,1.00,미검증,jaccard_norm score=1.00 freq=22 ambiguous-name:HWDG|HWDK
해피웨이런치백(키트),굿즈명,HWDG,정확,1.00,미검증,jaccard_norm score=1.00 freq=8 ambiguous-name:HWDG|HWDK
핸디링 미니 선풍기,굿즈명,HDRM,정확,1.00,확정,jaccard score=1.00 freq=25
핸디링미니선풍기,굿즈명,HDRM,정확,1.00,확정,jaccard score=1.00 freq=116
핸디링미니선풍기 (샘플),굿즈명,HDRM,정확,1.00,확정,jaccard_norm score=1.00 freq=1
핸디링미니선풍기 (제작),굿즈명,HDRM,정확,1.00,확정,jaccard_norm score=1.00 freq=1
핸디파우더솝(1입),굿즈명,HDPS,정확,1.00,확정,jaccard score=1.00 freq=3
허니콤보(워커비),굿즈명,HONY,정확,1.00,확정,name2code score=1.00 freq=1
헬로 카드형 USB,굿즈명,HUSB,정확,1.00,확정,name2code score=1.00 freq=6
헬로 카드형 USB1),굿즈명,HUSB,정확,1.00,확정,jaccard score=1.00 freq=1
헬로카드형USB,굿즈명,HUSB,정확,1.00,확정,jaccard score=1.00 freq=30
헬로카드형USB (벌크),굿즈명,HUSB,정확,1.00,확정,jaccard_norm score=1.00 freq=1
홀리데이 네임택,굿즈명,HLDN,정확,1.00,확정,name2code score=1.00 freq=4
홀리데이네임택,굿즈명,HLDN,정확,1.00,확정,jaccard score=1.00 freq=65
홈카페 코스터,굿즈명,HCCO,정확,1.00,확정,name2code score=1.00 freq=4
홈카페3,굿즈명,HCCO,유사,0.50,미검증,jaccard score=0.50 freq=1
홈카페코스터,굿즈명,HCCO,정확,1.00,확정,jaccard score=1.00 freq=43
히트업 손난로 보조배터리,굿즈명,HTUS,정확,1.00,확정,name2code score=1.00 freq=3
히트업손난로보조배터리,굿즈명,HTUS,정확,1.00,확정,jaccard score=1.00 freq=37
